,uuid,timestamp_qual_start,timestamp_start,qual_obj_temp,qual_amb_temp,timestamp_qual_end,timestamp_end,start_date,end_date
120,f85df2e2-b12d-49c4-9ff5-ea67cb04c87b,2022-02-07 11:28:30.442093,2022-02-07 11:28:03.252494,20.2,20.2,2022-02-07 11:28:40.563034,2022-02-07 11:29:05.915744,2022-02-07,2022-02-07
121,c8cce0c9-e01e-4962-b30c-90b0a4e3683d,2022-02-07 11:31:17.824217,2022-02-07 11:30:50.634618,0.0,0.0,2022-02-07 11:31:27.945158,2022-02-07 11:31:53.297868,2022-02-07,2022-02-07
122,6761ad52-d426-4f65-b3bd-b71106aca9ea,2022-02-07 11:33:42.140841,2022-02-07 11:33:14.951242,0.0,0.0,2022-02-07 11:33:52.261782,2022-02-07 11:34:17.614492,2022-02-07,2022-02-07
123,34530a9f-28f7-4997-bf06-178996a8cbd8,2022-02-07 11:35:48.907844,2022-02-07 11:35:21.718245,0.0,0.0,2022-02-07 11:35:59.028785,2022-02-07 11:36:24.381495,2022-02-07,2022-02-07
124,c304de50-4cce-44d2-b168-03d779fd22c0,2022-02-07 11:36:46.670520,2022-02-07 11:36:19.480921,0.0,0.0,2022-02-07 11:36:56.791461,2022-02-07 11:37:22.144171,2022-02-07,2022-02-07
125,9f83920b-9538-47e9-90ec-9203ac7f516b,2022-02-07 11:43:45.590442,2022-02-07 11:43:18.400843,0.0,0.0,2022-02-07 11:43:55.711383,2022-02-07 11:44:21.064093,2022-02-07,2022-02-07
126,c9c28717-bff0-4b60-8420-418f7dbf68eb,2022-02-07 11:47:21.559040,2022-02-07 11:46:54.369441,0.0,0.0,2022-02-07 11:47:31.679981,2022-02-07 11:47:57.032691,2022-02-07,2022-02-07
127,4243ea90-5969-4dad-a45a-4fc9c981a544,2022-02-07 11:50:05.281290,2022-02-07 11:49:38.091691,19.8,19.8,2022-02-07 11:50:15.402231,2022-02-07 11:50:40.754941,2022-02-07,2022-02-07
128,26b642c1-ea67-45c5-b153-28d814ba123c,2022-02-14 09:53:49.970066,2022-02-14 09:53:22.780467,21.6,21.6,2022-02-14 09:54:00.091007,2022-02-14 09:54:25.443717,2022-02-14,2022-02-14
129,40464519-c9f0-4047-8ba6-1b8f6b016a72,2022-02-14 09:55:48.751598,2022-02-14 09:55:21.561999,19.8,19.8,2022-02-14 09:55:58.872539,2022-02-14 09:56:24.225249,2022-02-14,2022-02-14
130,6cbc85a4-6b7e-464d-b336-d11fada43763,2022-02-14 10:01:38.780345,2022-02-14 10:01:11.590746,19.8,19.8,2022-02-14 10:01:48.901286,2022-02-14 10:02:14.253996,2022-02-14,2022-02-14
131,87e63f6a-6daa-4952-920c-271acdd0418e,2022-02-14 10:03:43.525777,2022-02-14 10:03:16.336178,21.4,21.4,2022-02-14 10:03:53.646718,2022-02-14 10:04:18.999428,2022-02-14,2022-02-14
132,9470068a-e97e-4346-9d85-fcfe6e713c98,2022-02-14 10:05:25.089065,2022-02-14 10:04:57.899466,26.4,26.4,2022-02-14 10:05:35.210006,2022-02-14 10:06:00.562716,2022-02-14,2022-02-14
133,a1595482-db09-4f09-9dd7-15edb905e076,2022-02-14 10:07:06.650089,2022-02-14 10:06:39.460490,21.8,21.8,2022-02-14 10:07:16.771030,2022-02-14 10:07:42.123740,2022-02-14,2022-02-14
134,2ebf0c85-4d25-44b2-b710-c8987ff2fc41,2022-02-14 10:08:47.950956,2022-02-14 10:08:20.761357,26.7,26.7,2022-02-14 10:08:58.071897,2022-02-14 10:09:23.424607,2022-02-14,2022-02-14
135,471dcbf4-77f2-4ccd-ac0e-04de05279ef5,2022-02-23 09:03:56.971831,2022-02-23 09:03:29.782232,22.4,22.4,2022-02-23 09:04:07.092772,2022-02-23 09:04:32.445482,2022-02-23,2022-02-23
136,aad7760f-c1b6-4d11-b0ca-cc1696ebcd57,2022-02-23 09:07:31.442425,2022-02-23 09:07:04.252826,16.8,16.8,2022-02-23 09:07:41.563366,2022-02-23 09:08:06.916076,2022-02-23,2022-02-23
137,4a40faf8-15c9-4aec-a34d-e61ccc6c2b41,2022-02-23 09:11:21.704678,2022-02-23 09:10:54.515079,23.5,23.5,2022-02-23 09:11:31.825619,2022-02-23 09:11:57.178329,2022-02-23,2022-02-23
138,df2a745b-0d7a-41aa-aaa2-3cddde245bbb,2022-02-23 09:13:11.671936,2022-02-23 09:12:44.482337,17.1,17.1,2022-02-23 09:13:21.792877,2022-02-23 09:13:47.145587,2022-02-23,2022-02-23
139,d3672b03-6f57-4270-9c11-e8401aec769a,2022-02-23 09:15:15.749213,2022-02-23 09:14:48.559614,23.7,23.7,2022-02-23 09:15:25.870154,2022-02-23 09:15:51.222864,2022-02-23,2022-02-23
140,c8baa5c6-34f1-4cc3-86a3-ba05f3d9e2be,2022-02-23 13:38:23.262217,2022-02-23 13:37:56.072618,20.0,20.0,2022-02-23 13:38:33.383158,2022-02-23 13:38:58.735868,2022-02-23,2022-02-23
141,b7966642-4079-49e1-b024-3f5806d1ac52,2022-02-24 07:43:01.583483,2022-02-24 07:42:34.393884,0.0,0.0,2022-02-24 07:43:11.704424,2022-02-24 07:43:37.057134,2022-02-24,2022-02-24
142,ac7fe2da-e721-419c-8e7d-4723e18f7832,2022-02-24 07:44:11.813003,2022-02-24 07:43:44.623404,19.7,19.7,2022-02-24 07:44:21.933944,2022-02-24 07:44:47.286654,2022-02-24,2022-02-24
143,d726d7a9-8541-4e21-8540-dc789beb8a44,2022-02-24 07:47:17.505746,2022-02-24 07:46:50.316147,0.0,0.0,2022-02-24 07:47:27.626687,2022-02-24 07:47:52.979397,2022-02-24,2022-02-24
144,31e221d1-43eb-4bdb-a241-f640053caeac,2022-02-24 07:48:41.551175,2022-02-24 07:48:14.361576,0.0,0.0,2022-02-24 07:48:51.672116,2022-02-24 07:49:17.024826,2022-02-24,2022-02-24
145,4300fbbf-e7fc-47f2-a214-f3e1dce3ef6a,2022-02-24 07:53:56.524994,2022-02-24 07:53:29.335395,0.0,0.0,2022-02-24 07:54:06.645935,2022-02-24 07:54:31.998645,2022-02-24,2022-02-24
146,f4850b0b-7188-4bbf-bdf0-42f532267e46,2022-02-24 07:57:30.881515,2022-02-24 07:57:03.691916,0.0,0.0,2022-02-24 07:57:41.002456,2022-02-24 07:58:06.355166,2022-02-24,2022-02-24
147,a9887f00-b9c2-4eab-b3ad-4572ba30d2c8,2022-02-24 08:04:41.175490,2022-02-24 08:04:13.985891,22.7,22.7,2022-02-24 08:04:51.296431,2022-02-24 08:05:16.649141,2022-02-24,2022-02-24
148,4b2c09c8-9e88-4119-b827-8e9554f04324,2022-02-24 08:06:22.384935,2022-02-24 08:05:55.195336,22.7,22.7,2022-02-24 08:06:32.505876,2022-02-24 08:06:57.858586,2022-02-24,2022-02-24
149,753ada26-3133-4780-9219-3dd625aff71f,2022-02-24 13:13:06.939192,2022-02-24 13:12:39.749593,20.8,20.8,2022-02-24 13:13:17.060133,2022-02-24 13:13:42.412843,2022-02-24,2022-02-24
150,ede0b412-2a44-47f6-85a3-2f5526ff8b1a,2022-02-24 13:14:47.732523,2022-02-24 13:14:20.542924,24.8,24.8,2022-02-24 13:14:57.853464,2022-02-24 13:15:23.206174,2022-02-24,2022-02-24
151,0e26513d-426b-4db5-8ba3-3c6cf1d0e247,2022-02-24 13:18:29.486937,2022-02-24 13:18:02.297338,25.1,25.1,2022-02-24 13:18:39.607878,2022-02-24 13:19:04.960588,2022-02-24,2022-02-24
152,b91b5fda-8b76-416a-9465-2d2759d932ff,2022-02-24 13:20:10.154408,2022-02-24 13:19:42.964809,21.2,21.2,2022-02-24 13:20:20.275349,2022-02-24 13:20:45.628059,2022-02-24,2022-02-24
153,ee0bf39b-7633-47ef-9c00-1a90c418e5d4,2022-02-24 13:23:11.538941,2022-02-24 13:22:44.349342,24.6,24.6,2022-02-24 13:23:21.659882,2022-02-24 13:23:47.012592,2022-02-24,2022-02-24
154,222c098f-4108-4bda-a4cb-ae7ecd3c4a23,2022-02-24 13:25:40.737831,2022-02-24 13:25:13.548232,24.6,24.6,2022-02-24 13:25:50.858772,2022-02-24 13:26:16.211482,2022-02-24,2022-02-24
155,3e353c6b-5d64-494e-b74f-ed7e1d963150,2022-02-24 13:27:21.694990,2022-02-24 13:26:54.505391,24.9,24.9,2022-02-24 13:27:31.815931,2022-02-24 13:27:57.168641,2022-02-24,2022-02-24
156,29124729-53f5-41f9-974f-d77fa36c14bd,2022-02-24 13:29:03.062059,2022-02-24 13:28:35.872460,24.7,24.7,2022-02-24 13:29:13.183000,2022-02-24 13:29:38.535710,2022-02-24,2022-02-24
157,e41ca39e-f9a3-4c15-b7da-738b25a25f8b,2022-02-24 13:30:44.973324,2022-02-24 13:30:17.783725,24.6,24.6,2022-02-24 13:30:55.094265,2022-02-24 13:31:20.446975,2022-02-24,2022-02-24
158,1904f5fc-292a-4690-b4c4-c6dce35b6e7e,2022-02-24 13:32:50.780381,2022-02-24 13:32:23.590782,24.8,24.8,2022-02-24 13:33:00.901322,2022-02-24 13:33:26.254032,2022-02-24,2022-02-24
159,275b6bb0-bd9d-4265-a07c-96d43d5ed125,2022-02-24 13:34:31.689571,2022-02-24 13:34:04.499972,20.7,20.7,2022-02-24 13:34:41.810512,2022-02-24 13:35:07.163222,2022-02-24,2022-02-24
160,51add3fa-bb63-4bfd-a906-b6077c4617f1,2022-02-24 13:36:13.688837,2022-02-24 13:35:46.499238,21.3,21.3,2022-02-24 13:36:23.809778,2022-02-24 13:36:49.162488,2022-02-24,2022-02-24
161,0d853800-c19b-454c-af7e-b210cc3860d8,2022-03-01 14:08:18.140289,2022-03-01 14:07:50.950690,0.0,0.0,2022-03-01 14:08:28.261230,2022-03-01 14:08:53.613940,2022-03-01,2022-03-01
162,1a9a9378-8e16-4963-9408-272c34b6ba91,2022-03-01 14:17:09.611939,2022-03-01 14:16:42.422340,21.6,21.6,2022-03-01 14:17:19.732880,2022-03-01 14:17:45.085590,2022-03-01,2022-03-01
163,32692512-bc00-4b41-9f94-beb705b120ec,2022-03-01 14:24:46.666992,2022-03-01 14:24:19.477393,22.1,22.1,2022-03-01 14:24:56.787933,2022-03-01 14:25:22.140643,2022-03-01,2022-03-01
164,2e72f83c-a3a3-4b46-831c-5bfdd3e53217,2022-03-01 14:41:50.174772,2022-03-01 14:41:22.985173,22.0,22.0,2022-03-01 14:42:00.295713,2022-03-01 14:42:25.648423,2022-03-01,2022-03-01
165,e2f12a40-2e6d-49ea-a13f-c640f8b76fb7,2022-03-01 15:02:09.164228,2022-03-01 15:01:41.974629,0.0,0.0,2022-03-01 15:02:19.285169,2022-03-01 15:02:44.637879,2022-03-01,2022-03-01
166,8285cd17-04a4-4579-b510-9b68473e4cca,2022-03-01 15:09:26.748348,2022-03-01 15:08:59.558749,0.0,0.0,2022-03-01 15:09:36.869289,2022-03-01 15:10:02.221999,2022-03-01,2022-03-01
167,de07d8d7-13ca-4b1e-8eee-2346e6c2a872,2022-03-01 15:30:39.483247,2022-03-01 15:30:12.293648,0.0,0.0,2022-03-01 15:30:49.604188,2022-03-01 15:31:14.956898,2022-03-01,2022-03-01
168,ad150dc3-e6d0-4640-a777-fa3a3ecddad2,2022-03-01 15:33:52.993568,2022-03-01 15:33:25.803969,0.0,0.0,2022-03-01 15:34:03.114509,2022-03-01 15:34:28.467219,2022-03-01,2022-03-01
169,f44b388b-c661-48c7-9adb-8c9a7a24a08f,2022-03-01 15:46:02.804578,2022-03-01 15:45:35.614979,0.0,0.0,2022-03-01 15:46:12.925519,2022-03-01 15:46:38.278229,2022-03-01,2022-03-01
170,ddb892c2-68f3-44a2-8b30-4d965d4670e5,2022-03-01 16:00:32.266443,2022-03-01 16:00:05.076844,0.0,0.0,2022-03-01 16:00:42.387384,2022-03-01 16:01:07.740094,2022-03-01,2022-03-01
171,59f70327-a396-4c0d-b53b-002c7fe86733,2022-03-01 16:07:01.312988,2022-03-01 16:06:34.123389,0.0,0.0,2022-03-01 16:07:11.433929,2022-03-01 16:07:36.786639,2022-03-01,2022-03-01
172,17682420-3d93-4ca4-a455-c266218009b2,2022-03-01 16:10:23.765423,2022-03-01 16:09:56.575824,0.0,0.0,2022-03-01 16:10:33.886364,2022-03-01 16:10:59.239074,2022-03-01,2022-03-01
173,c0def778-b974-4e47-93ce-0356774f3846,2022-03-01 16:36:46.797154,2022-03-01 16:36:19.607555,0.0,0.0,2022-03-01 16:36:56.918095,2022-03-01 16:37:22.270805,2022-03-01,2022-03-01
174,08eb3567-a8a1-41e2-98a1-5fd0e5b6e52e,2022-03-01 16:43:43.843571,2022-03-01 16:43:16.653972,0.0,0.0,2022-03-01 16:43:53.964512,2022-03-01 16:44:19.317222,2022-03-01,2022-03-01
175,7c7a4c2d-30b8-40b4-bc21-86c7b267f605,2022-03-01 17:01:49.088497,2022-03-01 17:01:21.898898,21.6,21.6,2022-03-01 17:01:59.209438,2022-03-01 17:02:24.562148,2022-03-01,2022-03-01
176,3b139801-b784-4acc-8c92-a97718adf992,2022-03-01 17:04:24.065373,2022-03-01 17:03:56.875774,21.6,21.6,2022-03-01 17:04:34.186314,2022-03-01 17:04:59.539024,2022-03-01,2022-03-01
177,3f85d596-a7aa-4a00-8ffe-bb916c32314c,2022-03-01 17:14:25.380256,2022-03-01 17:13:58.190657,21.7,21.7,2022-03-01 17:14:35.501197,2022-03-01 17:15:00.853907,2022-03-01,2022-03-01
178,0e388c26-43eb-4e3b-9b88-caf6abbe6a94,2022-03-01 17:19:24.019678,2022-03-01 17:18:56.830079,21.8,21.8,2022-03-01 17:19:34.140619,2022-03-01 17:19:59.493329,2022-03-01,2022-03-01
179,8277f182-51b7-4f56-b5c5-5de0d315ed87,2022-03-01 17:21:59.924285,2022-03-01 17:21:32.734686,22.4,22.4,2022-03-01 17:22:10.045226,2022-03-01 17:22:35.397936,2022-03-01,2022-03-01
180,aefce24e-c776-47ee-8dd6-2cc1c3236661,2022-03-01 17:58:36.759324,2022-03-01 17:58:09.569725,0.0,0.0,2022-03-01 17:58:46.880265,2022-03-01 17:59:12.232975,2022-03-01,2022-03-01
181,0ab48351-f49c-4224-984c-ac9598c2199b,2022-03-03 12:48:03.861044,2022-03-03 12:47:36.671445,21.2,21.2,2022-03-03 12:48:13.981985,2022-03-03 12:48:39.334695,2022-03-03,2022-03-03
182,f15eee04-97c8-4c48-a6c0-2952d4740865,2022-03-03 12:59:05.616606,2022-03-03 12:58:38.427007,0.0,0.0,2022-03-03 12:59:15.737547,2022-03-03 12:59:41.090257,2022-03-03,2022-03-03
183,b2f3e354-3274-4385-8a96-31e32d3143f3,2022-03-03 13:04:16.412062,2022-03-03 13:03:49.222463,0.0,0.0,2022-03-03 13:04:26.533003,2022-03-03 13:04:51.885713,2022-03-03,2022-03-03
184,98dc88ac-5c49-43af-8a5b-75289ffb23ae,2022-03-03 13:13:58.701852,2022-03-03 13:13:31.512253,0.0,0.0,2022-03-03 13:14:08.822793,2022-03-03 13:14:34.175503,2022-03-03,2022-03-03
185,e37cc8f0-9330-4e41-adf0-dfeff8534d9a,2022-03-03 15:35:24.390780,2022-03-03 15:34:57.201181,22.0,22.0,2022-03-03 15:35:34.511721,2022-03-03 15:35:59.864431,2022-03-03,2022-03-03
186,96b160d6-397a-47d5-ba2d-3990fc31f156,2022-03-04 15:37:04.588929,2022-03-04 15:36:37.399330,0.0,0.0,2022-03-04 15:37:14.709870,2022-03-04 15:37:40.062580,2022-03-04,2022-03-04
187,db93cc9b-d114-4cfa-b463-2c45256b79f0,2022-03-04 15:38:41.153341,2022-03-04 15:38:13.963742,0.0,0.0,2022-03-04 15:38:51.274282,2022-03-04 15:39:16.626992,2022-03-04,2022-03-04
188,113d001e-1200-44f6-9919-c1c22c7e2692,2022-03-04 15:40:37.806227,2022-03-04 15:40:10.616628,0.0,0.0,2022-03-04 15:40:47.927168,2022-03-04 15:41:13.279878,2022-03-04,2022-03-04
189,e1144009-8275-4922-a38c-ce98150cde90,2022-03-04 15:42:40.811608,2022-03-04 15:42:13.622009,21.5,21.5,2022-03-04 15:42:50.932549,2022-03-04 15:43:16.285259,2022-03-04,2022-03-04
190,3f2afa75-27c6-4b33-8ad4-438076b48e81,2022-03-04 15:44:25.540174,2022-03-04 15:43:58.350575,0.0,0.0,2022-03-04 15:44:35.661115,2022-03-04 15:45:01.013825,2022-03-04,2022-03-04
191,126d6fec-aeac-4f0b-9c9b-f278c88f3177,2022-03-08 14:38:32.009029,2022-03-08 14:38:04.819430,26.2,26.2,2022-03-08 14:38:42.129970,2022-03-08 14:39:07.482680,2022-03-08,2022-03-08
192,12cf8112-45e7-4c08-a14f-a38fdf38dba9,2022-03-14 11:19:18.138743,2022-03-14 11:18:50.949144,20.5,20.5,2022-03-14 11:19:28.259684,2022-03-14 11:19:53.612394,2022-03-14,2022-03-14
193,98f9be76-045e-4e1c-b47a-8f82f0c9cb1c,2022-03-14 11:21:22.357987,2022-03-14 11:20:55.168388,20.5,20.5,2022-03-14 11:21:32.478928,2022-03-14 11:21:57.831638,2022-03-14,2022-03-14
194,15abf071-456a-4645-b204-9e0ba958ab70,2022-03-15 08:17:18.577113,2022-03-15 08:16:51.387514,0.0,0.0,2022-03-15 08:17:28.698054,2022-03-15 08:17:54.050764,2022-03-15,2022-03-15
195,108b1677-53ee-44f9-b1bf-93ec4bd8aee7,2022-03-15 08:24:37.242679,2022-03-15 08:24:10.053080,19.6,19.6,2022-03-15 08:24:47.363620,2022-03-15 08:25:12.716330,2022-03-15,2022-03-15
196,6fd19286-26da-4302-9014-7190d79ac632,2022-03-15 08:31:18.152881,2022-03-15 08:30:50.963282,0.0,0.0,2022-03-15 08:31:28.273822,2022-03-15 08:31:53.626532,2022-03-15,2022-03-15
197,66b469d2-1e7f-46f4-a212-8e54d6d35c6a,2022-03-15 08:44:47.378359,2022-03-15 08:44:20.188760,22.3,22.3,2022-03-15 08:44:57.499300,2022-03-15 08:45:22.852010,2022-03-15,2022-03-15
198,c2d88893-c25d-4f65-97a0-0a6cb4f19355,2022-03-15 08:47:47.574861,2022-03-15 08:47:20.385262,24.5,24.5,2022-03-15 08:47:57.695802,2022-03-15 08:48:23.048512,2022-03-15,2022-03-15
199,c50fa2ee-1b34-4bf9-8a0a-8877db94647c,2022-03-15 08:50:45.977322,2022-03-15 08:50:18.787723,24.2,24.2,2022-03-15 08:50:56.098263,2022-03-15 08:51:21.450973,2022-03-15,2022-03-15
200,77a52cc1-9ca8-4c03-a56e-6302f5f060e2,2022-03-15 08:55:35.487647,2022-03-15 08:55:08.298048,0.0,0.0,2022-03-15 08:55:45.608588,2022-03-15 08:56:10.961298,2022-03-15,2022-03-15
201,82d1b96a-e168-41e0-8d8d-02b48bf0e8e8,2022-03-15 08:57:17.669984,2022-03-15 08:56:50.480385,0.0,0.0,2022-03-15 08:57:27.790925,2022-03-15 08:57:53.143635,2022-03-15,2022-03-15
202,6616fab3-23cb-4892-8e85-9b4337f5c8e3,2022-03-15 08:59:28.234919,2022-03-15 08:59:01.045320,0.0,0.0,2022-03-15 08:59:38.355860,2022-03-15 09:00:03.708570,2022-03-15,2022-03-15
203,5a3d6cb9-cae7-4beb-8908-152038841ccb,2022-03-15 09:01:34.642741,2022-03-15 09:01:07.453142,0.0,0.0,2022-03-15 09:01:44.763682,2022-03-15 09:02:10.116392,2022-03-15,2022-03-15
204,6a06f308-f254-488c-840c-a293ead06986,2022-03-15 09:02:40.311567,2022-03-15 09:02:13.121968,0.0,0.0,2022-03-15 09:02:50.432508,2022-03-15 09:03:15.785218,2022-03-15,2022-03-15
205,e97256f5-4c93-427b-b2db-0d5ba9d6f146,2022-03-15 09:07:05.591444,2022-03-15 09:06:38.401845,0.0,0.0,2022-03-15 09:07:15.712385,2022-03-15 09:07:41.065095,2022-03-15,2022-03-15
206,6376a8da-693c-4b3f-a1d0-9f751ade8dcf,2022-03-15 09:12:28.702788,2022-03-15 09:12:01.513189,20.9,20.9,2022-03-15 09:12:38.823729,2022-03-15 09:13:04.176439,2022-03-15,2022-03-15
207,276a765b-ff2a-4f58-b5af-853345c378d2,2022-03-15 09:15:08.575527,2022-03-15 09:14:41.385928,24.8,24.8,2022-03-15 09:15:18.696468,2022-03-15 09:15:44.049178,2022-03-15,2022-03-15
208,87e669a6-2c63-4277-b1a5-6be705a39b3d,2022-03-15 09:16:48.298600,2022-03-15 09:16:21.109001,25.1,21.7,2022-03-15 09:16:58.419541,2022-03-15 09:17:23.772251,2022-03-15,2022-03-15
209,5b238f4f-abc6-4e50-9628-2275ee20526d,2022-03-15 09:19:00.913498,2022-03-15 09:18:33.723899,25.1,25.1,2022-03-15 09:19:11.034439,2022-03-15 09:19:36.387149,2022-03-15,2022-03-15
210,f65cbcf9-939e-4f30-9eac-90342399bceb,2022-03-15 09:20:41.042681,2022-03-15 09:20:13.853082,25.1,25.1,2022-03-15 09:20:51.163622,2022-03-15 09:21:16.516332,2022-03-15,2022-03-15
211,0aa3eec3-1145-4da4-b500-839f5aae82d9,2022-03-15 09:22:21.523866,2022-03-15 09:21:54.334267,25.1,25.1,2022-03-15 09:22:31.644807,2022-03-15 09:22:56.997517,2022-03-15,2022-03-15
212,d4423836-c999-4341-8533-4020bfcaf7d9,2022-03-15 09:24:47.268586,2022-03-15 09:24:20.078987,20.9,20.9,2022-03-15 09:24:57.389527,2022-03-15 09:25:22.742237,2022-03-15,2022-03-15
213,99ff0950-aef4-4e0a-bfaa-f39849d80c55,2022-03-15 09:26:27.711706,2022-03-15 09:26:00.522107,25.6,25.6,2022-03-15 09:26:37.832647,2022-03-15 09:27:03.185357,2022-03-15,2022-03-15
214,66926b14-771d-494a-970e-8623f9fe7b02,2022-03-15 09:28:36.100508,2022-03-15 09:28:08.910909,25.5,25.5,2022-03-15 09:28:46.221449,2022-03-15 09:29:11.574159,2022-03-15,2022-03-15
215,0672798b-5335-470c-9105-8f9fe1c155b9,2022-03-15 09:30:16.597564,2022-03-15 09:29:49.407965,0.0,0.0,2022-03-15 09:30:26.718505,2022-03-15 09:30:52.071215,2022-03-15,2022-03-15
216,833724d3-e55d-45db-979d-8106ef729099,2022-03-15 09:31:20.498980,2022-03-15 09:30:53.309381,0.0,0.0,2022-03-15 09:31:30.619921,2022-03-15 09:31:55.972631,2022-03-15,2022-03-15
217,a55f559a-0eea-46ee-b003-2998b80c175c,2022-03-15 09:32:37.670251,2022-03-15 09:32:10.480652,20.8,20.8,2022-03-15 09:32:47.791192,2022-03-15 09:33:13.143902,2022-03-15,2022-03-15
218,a0170605-ab65-416a-b591-d8f4a23dc5ed,2022-03-15 09:34:17.639398,2022-03-15 09:33:50.449799,22.5,22.5,2022-03-15 09:34:27.760339,2022-03-15 09:34:53.113049,2022-03-15,2022-03-15
219,3bbd506b-7f97-4360-b984-ed686c456fe6,2022-03-15 09:35:58.002312,2022-03-15 09:35:30.812713,23.3,23.3,2022-03-15 09:36:08.123253,2022-03-15 09:36:33.475963,2022-03-15,2022-03-15
220,2f82f460-a6ce-4744-8bc1-51d9b504e420,2022-03-15 09:37:38.563451,2022-03-15 09:37:11.373852,25.9,25.9,2022-03-15 09:37:48.684392,2022-03-15 09:38:14.037102,2022-03-15,2022-03-15
221,228e0c0d-c723-4141-8b6f-deffb3dc697f,2022-03-15 09:40:27.443595,2022-03-15 09:40:00.253996,21.2,21.2,2022-03-15 09:40:37.564536,2022-03-15 09:41:02.917246,2022-03-15,2022-03-15
222,dafa7e9c-fc49-48f6-bb87-85fe43714d12,2022-03-15 09:43:17.188128,2022-03-15 09:42:49.998529,25.6,25.6,2022-03-15 09:43:27.309069,2022-03-15 09:43:52.661779,2022-03-15,2022-03-15
223,be24af01-3177-4b8f-aab5-a23ccb151f10,2022-03-15 09:44:57.027239,2022-03-15 09:44:29.837640,21.2,21.2,2022-03-15 09:45:07.148180,2022-03-15 09:45:32.500890,2022-03-15,2022-03-15
224,27855e4a-8600-4583-ab27-ea94e9c9fca7,2022-03-15 09:47:42.429820,2022-03-15 09:47:15.240221,25.9,25.9,2022-03-15 09:47:52.550761,2022-03-15 09:48:17.903471,2022-03-15,2022-03-15
225,d25fa695-b7e1-464b-b1dc-d1991831112f,2022-03-15 09:49:23.068906,2022-03-15 09:48:55.879307,25.9,25.9,2022-03-15 09:49:33.189847,2022-03-15 09:49:58.542557,2022-03-15,2022-03-15
226,1ebc8f90-a886-4582-9e26-3d6718f37e9e,2022-03-15 09:52:37.359385,2022-03-15 09:52:10.169786,25.9,25.9,2022-03-15 09:52:47.480326,2022-03-15 09:53:12.833036,2022-03-15,2022-03-15
227,08dd96ce-b9b8-4ad2-abd2-16b908341cf3,2022-03-15 09:54:17.902579,2022-03-15 09:53:50.712980,20.7,20.7,2022-03-15 09:54:28.023520,2022-03-15 09:54:53.376230,2022-03-15,2022-03-15
228,fa38fbf0-d2e7-4945-9b17-0359a102ccbc,2022-03-15 09:55:58.201723,2022-03-15 09:55:31.012124,21.9,21.9,2022-03-15 09:56:08.322664,2022-03-15 09:56:33.675374,2022-03-15,2022-03-15
229,2989c520-2e17-48f7-9cb4-b403419a2ec8,2022-03-15 09:57:37.690890,2022-03-15 09:57:10.501291,25.6,25.6,2022-03-15 09:57:47.811831,2022-03-15 09:58:13.164541,2022-03-15,2022-03-15
230,abc96cca-3fda-4f8c-b069-101651e8a4b2,2022-03-15 10:00:03.707557,2022-03-15 09:59:36.517958,25.6,25.6,2022-03-15 10:00:13.828498,2022-03-15 10:00:39.181208,2022-03-15,2022-03-15
231,f8970959-61a6-45cf-a9ba-55240fdcc957,2022-03-15 10:01:44.200695,2022-03-15 10:01:17.011096,25.6,25.6,2022-03-15 10:01:54.321636,2022-03-15 10:02:19.674346,2022-03-15,2022-03-15
232,b0361a95-4e4e-4bfe-a2ec-d1f78a5314d8,2022-03-15 10:05:03.210762,2022-03-15 10:04:36.021163,26.5,26.5,2022-03-15 10:05:13.331703,2022-03-15 10:05:38.684413,2022-03-15,2022-03-15
233,b9541b79-63ba-431e-80f7-58d1ef2a07c4,2022-03-15 10:06:43.707957,2022-03-15 10:06:16.518358,25.8,25.8,2022-03-15 10:06:53.828898,2022-03-15 10:07:19.181608,2022-03-15,2022-03-15
234,3de6a6cc-11b4-45d2-b8f3-99966696e396,2022-03-15 10:08:48.364867,2022-03-15 10:08:21.175268,26.1,26.1,2022-03-15 10:08:58.485808,2022-03-15 10:09:23.838518,2022-03-15,2022-03-15
235,f468cb25-8d4d-4bdb-96e8-b9150c35c5c5,2022-03-15 10:10:36.578078,2022-03-15 10:10:09.388479,21.0,21.0,2022-03-15 10:10:46.699019,2022-03-15 10:11:12.051729,2022-03-15,2022-03-15
236,ec42982b-4bc7-4465-adc9-029912a97106,2022-03-15 10:12:16.499361,2022-03-15 10:11:49.309762,23.4,23.4,2022-03-15 10:12:26.620302,2022-03-15 10:12:51.973012,2022-03-15,2022-03-15
237,97cd7d81-d2bc-47cd-9842-deed687fcd19,2022-03-15 10:13:56.618548,2022-03-15 10:13:29.428949,21.2,21.2,2022-03-15 10:14:06.739489,2022-03-15 10:14:32.092199,2022-03-15,2022-03-15
238,024f6026-82ee-424c-817c-7cc0d1a00ad2,2022-03-15 10:15:36.617721,2022-03-15 10:15:09.428122,22.1,22.1,2022-03-15 10:15:46.738662,2022-03-15 10:16:12.091372,2022-03-15,2022-03-15
239,ce0ef801-fc2d-42f3-b899-ad7e97fe3ac8,2022-03-15 10:20:58.133108,2022-03-15 10:20:30.943509,22.8,22.8,2022-03-15 10:21:08.254049,2022-03-15 10:21:33.606759,2022-03-15,2022-03-15
240,e7826be3-79ba-4a13-ac19-fd17c743e7e8,2022-03-15 10:24:07.645473,2022-03-15 10:23:40.455874,26.4,26.4,2022-03-15 10:24:17.766414,2022-03-15 10:24:43.119124,2022-03-15,2022-03-15
